Date,Median income,Population,Mortgage Rate,Interest Rate,property_type,price
2014-11-01,0.011224214463595358,0.19252860521908707,-0.6051154423914382,-0.3498276285037986,Townhouse,329500
2014-12-01,0.011224214463595358,0.19252860521908707,-0.6262623577764078,-0.3498276285037986,Townhouse,329000
2015-01-01,0.23267347614453004,0.20070660041903546,-0.6474092731613774,-0.5479684804205842,Townhouse,333400
2015-02-01,0.23267347614453004,0.20070660041903546,-0.7002765616238014,-0.5479684804205842,Townhouse,334000
2015-03-01,0.23267347614453004,0.20070660041903546,-0.7742907654711952,-0.5479684804205842,Townhouse,334800
2015-04-01,0.23267347614453004,0.21925284687229235,-0.8588784270110738,-0.5479684804205842,Townhouse,335400
2015-05-01,0.23267347614453004,0.21925284687229235,-0.8800253423960429,-0.5479684804205842,Townhouse,337200
2015-06-01,0.23267347614453004,0.21925284687229235,-0.9011722577810126,-0.5479684804205842,Townhouse,339600
2015-07-01,0.23267347614453004,0.2700543161014035,-0.9117457154734976,-0.7461093323373699,Townhouse,341600
2015-08-01,0.23267347614453004,0.2700543161014035,-0.9117457154734976,-0.7461093323373699,Townhouse,344700
2015-09-01,0.23267347614453004,0.2700543161014035,-0.9117457154734976,-0.7461093323373699,Townhouse,348600
2015-10-01,0.23267347614453004,0.3319390525575941,-0.9011722577810126,-0.7461093323373699,Townhouse,352800
2015-11-01,0.23267347614453004,0.3319390525575941,-0.9011722577810126,-0.7461093323373699,Townhouse,356500
2015-12-01,0.23267347614453004,0.3319390525575941,-0.8694518847035584,-0.7461093323373699,Townhouse,359900
2016-01-01,0.2664538719941639,0.35682586944100053,-0.8588784270110738,-0.7461093323373699,Townhouse,362800
2016-02-01,0.2664538719941639,0.35682586944100053,-0.8694518847035584,-0.7461093323373699,Townhouse,365700
2016-03-01,0.2664538719941639,0.35682586944100053,-0.890598800088528,-0.7461093323373699,Townhouse,370900
2016-04-01,0.2664538719941639,0.40822959413058274,-0.9223191731659822,-0.7461093323373699,Townhouse,376900
2016-05-01,0.2664538719941639,0.40822959413058274,-0.9540395462434369,-0.7461093323373699,Townhouse,384100
2016-06-01,0.2664538719941639,0.40822959413058274,-0.9646130039359214,-0.7461093323373699,Townhouse,390900
2016-07-01,0.2664538719941639,0.4811840873375848,-0.9540395462434369,-0.7461093323373699,Townhouse,397900
2016-08-01,0.2664538719941639,0.4811840873375848,-0.9434660885509518,-0.7461093323373699,Townhouse,403600
2016-09-01,0.2664538719941639,0.4811840873375848,-0.9540395462434369,-0.7461093323373699,Townhouse,408000
2016-10-01,0.2664538719941639,0.5573717414376042,-0.9434660885509518,-0.7461093323373699,Townhouse,411000
2016-11-01,0.2664538719941639,0.5573717414376042,-0.9223191731659822,-0.7461093323373699,Townhouse,416400
2016-12-01,0.2664538719941639,0.5573717414376042,-0.8800253423960429,-0.7461093323373699,Townhouse,419100
2017-01-01,0.5629706800076156,0.5862877980452752,-0.890598800088528,-0.7461093323373699,Townhouse,428600
2017-02-01,0.5629706800076156,0.5862877980452752,-0.8694518847035584,-0.7461093323373699,Townhouse,438700
2017-03-01,0.5629706800076156,0.5862877980452752,-0.9646130039359214,-0.7461093323373699,Townhouse,446600
2017-04-01,0.5629706800076156,0.6299749622621504,-1.0069068347058607,-0.7461093323373699,Townhouse,455000
2017-05-01,0.5629706800076156,0.6299749622621504,-1.0386272077833154,-0.7461093323373699,Townhouse,459200
2017-06-01,0.5629706800076156,0.6299749622621504,-1.0280537500908304,-0.7461093323373699,Townhouse,461100
2017-07-01,0.5629706800076156,0.7068464543138288,-0.9011722577810126,-0.5479684804205842,Townhouse,463100
2017-08-01,0.5629706800076156,0.7068464543138288,-0.7954376808561648,-0.5479684804205842,Townhouse,464100
2017-09-01,0.5629706800076156,0.7068464543138288,-0.721423477008771,-0.3498276285037986,Townhouse,465600
2017-10-01,0.5629706800076156,0.7988216195439,-0.6262623577764078,-0.3498276285037986,Townhouse,469900
2017-11-01,0.5629706800076156,0.7988216195439,-0.5628216116214989,-0.3498276285037986,Townhouse,471400
2017-12-01,0.5629706800076156,0.7988216195439,-0.5311012385440442,-0.3498276285037986,Townhouse,474600
2018-01-01,0.6267780943902589,0.840134577376955,-0.45708703469665124,-0.15168677658701302,Townhouse,477200
2018-02-01,0.6267780943902589,0.840134577376955,-0.3302055423868335,-0.15168677658701302,Townhouse,478200
2018-03-01,0.6267780943902589,0.840134577376955,-0.3196320846943489,-0.15168677658701302,Townhouse,481100
2018-04-01,0.6267780943902589,0.8931850212677419,-0.3196320846943489,-0.15168677658701302,Townhouse,481200
2018-05-01,0.6267780943902589,0.8931850212677419,-0.23504442315447036,-0.15168677658701302,Townhouse,481100
2018-06-01,0.6267780943902589,0.8931850212677419,-0.2667647962319241,-0.15168677658701302,Townhouse,483400
2018-07-01,0.6267780943902589,0.9809766155640947,-0.16103021930707642,0.04645407532977262,Townhouse,484300
2018-08-01,0.6267780943902589,0.9809766155640947,-0.15045676161459184,0.04645407532977262,Townhouse,483800
2018-09-01,0.6267780943902589,0.9809766155640947,-0.15045676161459184,0.04645407532977262,Townhouse,485000
2018-10-01,0.6267780943902589,1.0780779672630574,-0.09758947315216705,0.24459492724655826,Townhouse,484300
2018-11-01,0.6267780943902589,1.0780779672630574,-0.20332405007701568,0.24459492724655826,Townhouse,484200
2018-12-01,0.6267780943902589,1.0780779672630574,0.01871856146516521,0.24459492724655826,Townhouse,481300
2019-01-01,0.6980922634061513,1.1183345097802309,0.01871856146516521,0.24459492724655826,Townhouse,476300
2019-02-01,0.6980922634061513,1.1183345097802309,-0.055295642382228734,0.24459492724655826,Townhouse,471800
2019-03-01,0.6980922634061513,1.1183345097802309,-0.13988330392210632,0.24459492724655826,Townhouse,467900
2019-04-01,0.6980922634061513,1.1704470148391468,-0.25619133853943954,0.24459492724655826,Townhouse,467900
2019-05-01,0.6980922634061513,1.1704470148391468,-0.2879117116168942,0.24459492724655826,Townhouse,470800
2019-06-01,0.6980922634061513,1.1704470148391468,-0.3619259154642872,0.24459492724655826,Townhouse,471900
2019-07-01,0.6980922634061513,1.2646316625695424,-0.45708703469665124,0.24459492724655826,Townhouse,473900
2019-08-01,0.6980922634061513,1.2646316625695424,-0.5205277808515597,0.24459492724655826,Townhouse,479000
2019-09-01,0.6980922634061513,1.2646316625695424,-0.5311012385440442,0.24459492724655826,Townhouse,482400
2019-10-01,0.6980922634061513,1.3735817019384313,-0.5099543231590751,0.24459492724655826,Townhouse,486000
2019-11-01,0.6980922634061513,1.3735817019384313,-0.5099543231590751,0.24459492724655826,Townhouse,488900
2019-12-01,0.6980922634061513,1.3735817019384313,-0.5205277808515597,0.24459492724655826,Townhouse,491400
2020-01-01,2.3533316600382124,1.425568975275203,-0.5205277808515597,0.24459492724655826,Townhouse,494300
2020-02-01,2.3533316600382124,1.425568975275203,-0.5205277808515597,0.24459492724655826,Townhouse,493400
2020-03-01,2.3533316600382124,1.425568975275203,-0.7108500193162863,-0.5479684804205842,Townhouse,492000
